MERCHANT,ACCT_STATUS_K_USD,CONTRACT_DURATION_MONTH,HISTORY,CREDIT_PROGRAM,AMOUNT_K_USD,ACCOUNT_TYPE,ACCT_AGE,STATE,PRESENT_RESIDENT,ESTABLISHED_MONTH,NUMBER_CREDITS,IS_DEFAULT
443,"0 to 200 USD",20,"DELAY IN PAST","OTHER",2629,"up to 100 K USD","1 to 4 YRS","NJ","above 4 YRS",29,2,"No"
444,"NONE",12,"EXISTING CREDITS PAID BACK","EDUCATION",719,"up to 100 K USD","above 7 YRS","NY","4",41,1,"Yes"
445,"0 to 200 USD",48,"CRITICAL ACCOUNT","FURNITURE",5096,"up to 100 K USD","1 to 4 YRS","NJ","above 4 YRS",30,1,"Yes"
446,"NONE",9,"CRITICAL ACCOUNT","EDUCATION",1244,"UNKNOWN/NONE","above 7 YRS","NY","4",41,2,"No"
447,"0 USD",36,"EXISTING CREDITS PAID BACK","NEW CAR",1842,"up to 100 K USD","up to 1 YR","NY","4",34,1,"Yes"
448,"0 to 200 USD",7,"EXISTING CREDITS PAID BACK","ELECTRONICS",2576,"up to 100 K USD","1 to 4 YRS","NJ","2 to 3 YRS",35,1,"No"
449,"above 200 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",1424,"UNKNOWN/NONE","above 7 YRS","CT","4",55,1,"No"
450,"0 to 200 USD",15,"DELAY IN PAST","OTHER",1512,"above 1000 K USD","1 to 4 YRS","CT","above 4 YRS",61,2,"Yes"
451,"NONE",36,"CRITICAL ACCOUNT","USED CAR",11054,"UNKNOWN/NONE","1 to 4 YRS","NY","2 to 3 YRS",30,1,"No"
452,"NONE",6,"EXISTING CREDITS PAID BACK","ELECTRONICS",518,"up to 100 K USD","1 to 4 YRS","CT","1 to 2 YRS",29,1,"No"
453,"NONE",12,"NONE TAKEN","FURNITURE",2759,"up to 100 K USD","above 7 YRS","NJ","4",34,2,"No"
454,"NONE",24,"EXISTING CREDITS PAID BACK","USED CAR",2670,"up to 100 K USD","above 7 YRS","NY","4",35,1,"No"
455,"0 USD",24,"EXISTING CREDITS PAID BACK","NEW CAR",4817,"up to 100 K USD","4 to 7 YRS","NJ","above 4 YRS",31,1,"Yes"
456,"NONE",24,"EXISTING CREDITS PAID BACK","USED CAR",2679,"up to 100 K USD","up to 1 YR","NY","1 to 2 YRS",29,1,"No"
457,"0 USD",11,"CRITICAL ACCOUNT","NEW CAR",3905,"up to 100 K USD","1 to 4 YRS","NJ","2 to 3 YRS",36,2,"No"
458,"0 USD",12,"EXISTING CREDITS PAID BACK","USED CAR",3386,"up to 100 K USD","above 7 YRS","CT","4",35,1,"Yes"
459,"0 USD",6,"EXISTING CREDITS PAID BACK","OTHER",343,"up to 100 K USD","up to 1 YR","NY","1 to 2 YRS",27,1,"No"
460,"NONE",18,"EXISTING CREDITS PAID BACK","ELECTRONICS",4594,"up to 100 K USD","up to 1 YR","CT","2 to 3 YRS",32,1,"No"
461,"0 USD",36,"EXISTING CREDITS PAID BACK","FURNITURE",3620,"up to 100 K USD","1 to 4 YRS","PA","2 to 3 YRS",37,1,"No"
462,"0 USD",15,"EXISTING CREDITS PAID BACK","NEW CAR",1721,"up to 100 K USD","up to 1 YR","NJ","above 4 YRS",36,1,"No"
463,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",3017,"up to 100 K USD","up to 1 YR","CT","1 to 2 YRS",34,1,"No"
464,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","OTHER",754,"UNKNOWN/NONE","above 7 YRS","NY","4",38,2,"No"
465,"NONE",18,"EXISTING CREDITS PAID BACK","RETRAINING",1950,"up to 100 K USD","4 to 7 YRS","NY","1 to 2 YRS",34,2,"No"
466,"0 USD",24,"EXISTING CREDITS PAID BACK","USED CAR",2924,"up to 100 K USD","1 to 4 YRS","CT","4",63,1,"No"
467,"0 USD",24,"DELAY IN PAST","ELECTRONICS",1659,"up to 100 K USD","up to 1 YR","NY","2 to 3 YRS",29,1,"Yes"
468,"NONE",48,"DELAY IN PAST","ELECTRONICS",7238,"UNKNOWN/NONE","above 7 YRS","CT","above 4 YRS",32,2,"No"
469,"NONE",33,"DELAY IN PAST","RETRAINING",2764,"up to 100 K USD","1 to 4 YRS","NJ","2 to 3 YRS",26,2,"No"
470,"NONE",24,"DELAY IN PAST","USED CAR",4679,"up to 100 K USD","4 to 7 YRS","CT","above 4 YRS",35,2,"No"
471,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",3092,"100 to 500 K USD","up to 1 YR","CT","2 to 3 YRS",22,1,"Yes"
472,"0 USD",6,"EXISTING CREDITS PAID BACK","EDUCATION",448,"up to 100 K USD","up to 1 YR","NY","4",23,1,"Yes"
473,"0 USD",9,"EXISTING CREDITS PAID BACK","NEW CAR",654,"up to 100 K USD","1 to 4 YRS","NY","above 4 YRS",28,1,"Yes"
474,"NONE",6,"EXISTING CREDITS PAID BACK","OTHER",1238,"UNKNOWN/NONE","TBD","NY","4",36,1,"No"
475,"0 to 200 USD",18,"CRITICAL ACCOUNT","ELECTRONICS",1245,"up to 100 K USD","1 to 4 YRS","NY","2 to 3 YRS",33,1,"Yes"
476,"0 USD",18,"NONE TAKEN","FURNITURE",3114,"up to 100 K USD","up to 1 YR","PA","4",26,1,"Yes"
477,"NONE",39,"EXISTING CREDITS PAID BACK","USED CAR",2569,"500 to 1000 K USD","1 to 4 YRS","NY","4",24,1,"No"
478,"above 200 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",5152,"up to 100 K USD","4 to 7 YRS","NY","2 to 3 YRS",25,1,"No"
479,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","RETRAINING",1037,"100 to 500 K USD","4 to 7 YRS","CT","4",39,1,"No"
480,"0 USD",15,"CRITICAL ACCOUNT","FURNITURE",1478,"up to 100 K USD","above 7 YRS","NY","4",44,2,"No"
481,"0 to 200 USD",12,"CRITICAL ACCOUNT","ELECTRONICS",3573,"up to 100 K USD","1 to 4 YRS","PA","1 to 2 YRS",23,1,"No"
482,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","NEW CAR",1201,"up to 100 K USD","up to 1 YR","NY","1 to 2 YRS",26,1,"No"
483,"0 USD",30,"EXISTING CREDITS PAID BACK","FURNITURE",3622,"above 1000 K USD","above 7 YRS","NY","4",57,2,"No"
484,"NONE",15,"DELAY IN PAST","FURNITURE",960,"above 1000 K USD","4 to 7 YRS","CT","2 to 3 YRS",30,2,"No"
485,"NONE",12,"CRITICAL ACCOUNT","NEW CAR",1163,"500 to 1000 K USD","1 to 4 YRS","NY","4",44,1,"No"
486,"0 to 200 USD",6,"DELAY IN PAST","NEW CAR",1209,"up to 100 K USD","TBD","NY","4",47,1,"Yes"
487,"NONE",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",3077,"up to 100 K USD","1 to 4 YRS","NJ","4",52,1,"No"
488,"NONE",24,"EXISTING CREDITS PAID BACK","NEW CAR",3757,"up to 100 K USD","above 7 YRS","NY","4",62,1,"No"
489,"NONE",10,"EXISTING CREDITS PAID BACK","NEW CAR",1418,"100 to 500 K USD","1 to 4 YRS","CT","2 to 3 YRS",35,1,"No"
490,"NONE",6,"EXISTING CREDITS PAID BACK","NEW CAR",3518,"up to 100 K USD","1 to 4 YRS","NJ","above 4 YRS",26,1,"No"
491,"NONE",12,"CRITICAL ACCOUNT","ELECTRONICS",1934,"up to 100 K USD","above 7 YRS","NJ","2 to 3 YRS",26,2,"No"
492,"0 to 200 USD",27,"NONE TAKEN","RETRAINING",8318,"up to 100 K USD","above 7 YRS","NJ","4",42,2,"Yes"
493,"NONE",6,"CRITICAL ACCOUNT","ELECTRONICS",1237,"100 to 500 K USD","1 to 4 YRS","PA","1 to 2 YRS",27,2,"No"
494,"0 to 200 USD",6,"EXISTING CREDITS PAID BACK","ELECTRONICS",368,"UNKNOWN/NONE","above 7 YRS","NY","4",38,1,"No"
495,"0 USD",12,"CRITICAL ACCOUNT","NEW CAR",2122,"up to 100 K USD","1 to 4 YRS","CT","2 to 3 YRS",39,2,"No"
496,"0 USD",24,"EXISTING CREDITS PAID BACK","FURNITURE",2996,"UNKNOWN/NONE","1 to 4 YRS","NJ","4",20,1,"Yes"
497,"0 to 200 USD",36,"EXISTING CREDITS PAID BACK","FURNITURE",9034,"100 to 500 K USD","up to 1 YR","NY","1 to 2 YRS",29,1,"Yes"
498,"NONE",24,"CRITICAL ACCOUNT","FURNITURE",1585,"up to 100 K USD","4 to 7 YRS","NY","above 4 YRS",40,2,"No"
499,"0 to 200 USD",18,"EXISTING CREDITS PAID BACK","ELECTRONICS",1301,"up to 100 K USD","above 7 YRS","NY","2 to 3 YRS",32,1,"No"
500,"above 200 USD",6,"CRITICAL ACCOUNT","NEW CAR",1323,"100 to 500 K USD","above 7 YRS","NJ","4",28,2,"No"
501,"0 USD",24,"EXISTING CREDITS PAID BACK","NEW CAR",3123,"up to 100 K USD","up to 1 YR","NY","1 to 2 YRS",27,1,"Yes"
502,"0 USD",36,"EXISTING CREDITS PAID BACK","USED CAR",5493,"up to 100 K USD","above 7 YRS","NJ","4",42,1,"No"
503,"above 200 USD",9,"EXISTING CREDITS PAID BACK","ELECTRONICS",1126,"100 to 500 K USD","above 7 YRS","NJ","4",49,1,"No"
504,"0 to 200 USD",24,"CRITICAL ACCOUNT","ELECTRONICS",1216,"100 to 500 K USD","up to 1 YR","NY","4",38,2,"Yes"
505,"0 USD",24,"EXISTING CREDITS PAID BACK","NEW CAR",1207,"up to 100 K USD","up to 1 YR","NY","4",24,1,"Yes"
506,"NONE",10,"EXISTING CREDITS PAID BACK","NEW CAR",1309,"UNKNOWN/NONE","1 to 4 YRS","NY","4",27,1,"Yes"
507,"above 200 USD",15,"CRITICAL ACCOUNT","USED CAR",2360,"500 to 1000 K USD","1 to 4 YRS","NJ","2 to 3 YRS",36,1,"No"
508,"0 to 200 USD",15,"ALL CREDITS PAID BACK","NEW CAR",6850,"100 to 500 K USD","TBD","PA","2 to 3 YRS",34,1,"Yes"
509,"NONE",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",1413,"up to 100 K USD","1 to 4 YRS","NY","2 to 3 YRS",28,1,"No"
510,"NONE",39,"EXISTING CREDITS PAID BACK","USED CAR",8588,"100 to 500 K USD","above 7 YRS","NY","2 to 3 YRS",45,1,"No"
511,"0 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",759,"up to 100 K USD","4 to 7 YRS","NY","2 to 3 YRS",26,1,"Yes"
512,"NONE",36,"EXISTING CREDITS PAID BACK","USED CAR",4686,"up to 100 K USD","1 to 4 YRS","NJ","2 to 3 YRS",32,1,"No"
513,"above 200 USD",15,"EXISTING CREDITS PAID BACK","RETRAINING",2687,"up to 100 K USD","4 to 7 YRS","NJ","4",26,1,"No"
514,"0 to 200 USD",12,"DELAY IN PAST","ELECTRONICS",585,"up to 100 K USD","1 to 4 YRS","NY","4",20,2,"No"
515,"NONE",24,"EXISTING CREDITS PAID BACK","NEW CAR",2255,"UNKNOWN/NONE","up to 1 YR","NY","1 to 2 YRS",54,1,"No"
516,"0 USD",6,"CRITICAL ACCOUNT","NEW CAR",609,"up to 100 K USD","4 to 7 YRS","NY","above 4 YRS",37,2,"No"
517,"0 USD",6,"CRITICAL ACCOUNT","NEW CAR",1361,"up to 100 K USD","up to 1 YR","NJ","4",40,1,"No"
518,"NONE",36,"CRITICAL ACCOUNT","FURNITURE",7127,"up to 100 K USD","up to 1 YR","NJ","4",23,2,"Yes"
519,"0 USD",6,"EXISTING CREDITS PAID BACK","NEW CAR",1203,"100 to 500 K USD","above 7 YRS","CT","2 to 3 YRS",43,1,"No"
520,"NONE",6,"CRITICAL ACCOUNT","ELECTRONICS",700,"UNKNOWN/NONE","above 7 YRS","NY","4",36,2,"No"
521,"NONE",24,"CRITICAL ACCOUNT","OTHER",5507,"up to 100 K USD","above 7 YRS","CT","4",44,2,"No"
522,"0 USD",18,"EXISTING CREDITS PAID BACK","ELECTRONICS",3190,"up to 100 K USD","1 to 4 YRS","NJ","2 to 3 YRS",24,1,"Yes"
523,"0 USD",48,"NONE TAKEN","FURNITURE",7119,"up to 100 K USD","1 to 4 YRS","CT","4",53,2,"Yes"
524,"NONE",24,"EXISTING CREDITS PAID BACK","USED CAR",3488,"100 to 500 K USD","4 to 7 YRS","CT","4",23,1,"No"
525,"0 to 200 USD",18,"EXISTING CREDITS PAID BACK","ELECTRONICS",1113,"up to 100 K USD","1 to 4 YRS","NY","4",26,1,"No"
526,"0 to 200 USD",26,"EXISTING CREDITS PAID BACK","USED CAR",7966,"up to 100 K USD","up to 1 YR","NJ","above 4 YRS",30,2,"No"
527,"NONE",15,"CRITICAL ACCOUNT","EDUCATION",1532,"100 to 500 K USD","1 to 4 YRS","NY","above 4 YRS",31,1,"No"
528,"NONE",4,"CRITICAL ACCOUNT","ELECTRONICS",1503,"up to 100 K USD","4 to 7 YRS","NJ","1 to 2 YRS",42,2,"No"
529,"0 USD",36,"EXISTING CREDITS PAID BACK","ELECTRONICS",2302,"up to 100 K USD","1 to 4 YRS","NY","4",31,1,"Yes"
530,"0 USD",6,"EXISTING CREDITS PAID BACK","NEW CAR",662,"up to 100 K USD","up to 1 YR","CT","4",41,1,"No"
531,"0 to 200 USD",36,"EXISTING CREDITS PAID BACK","EDUCATION",2273,"up to 100 K USD","4 to 7 YRS","CT","1 to 2 YRS",32,2,"No"
532,"0 to 200 USD",15,"EXISTING CREDITS PAID BACK","NEW CAR",2631,"100 to 500 K USD","1 to 4 YRS","NJ","4",28,2,"Yes"
533,"NONE",12,"DELAY IN PAST","USED CAR",1503,"up to 100 K USD","1 to 4 YRS","NY","4",41,1,"No"
534,"NONE",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",1311,"100 to 500 K USD","4 to 7 YRS","NY","above 4 YRS",26,1,"No"
535,"NONE",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",3105,"UNKNOWN/NONE","up to 1 YR","NY","2 to 3 YRS",25,2,"No"
536,"above 200 USD",21,"CRITICAL ACCOUNT","EDUCATION",2319,"up to 100 K USD","up to 1 YR","NJ","1 to 2 YRS",33,1,"Yes"
537,"0 USD",6,"EXISTING CREDITS PAID BACK","NEW CAR",1374,"UNKNOWN/NONE","TBD","NY","above 4 YRS",75,1,"No"
538,"0 to 200 USD",18,"CRITICAL ACCOUNT","FURNITURE",3612,"up to 100 K USD","above 7 YRS","CT","4",37,1,"No"
539,"0 USD",48,"EXISTING CREDITS PAID BACK","NEW CAR",7763,"up to 100 K USD","above 7 YRS","NY","4",42,1,"Yes"
540,"above 200 USD",18,"EXISTING CREDITS PAID BACK","FURNITURE",3049,"up to 100 K USD","up to 1 YR","PA","1 to 2 YRS",45,1,"No"
541,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",1534,"up to 100 K USD","up to 1 YR","PA","1 to 2 YRS",23,1,"Yes"
542,"NONE",24,"DELAY IN PAST","NEW CAR",2032,"up to 100 K USD","above 7 YRS","NY","4",60,2,"No"
543,"0 USD",30,"EXISTING CREDITS PAID BACK","FURNITURE",6350,"UNKNOWN/NONE","above 7 YRS","NY","4",31,1,"Yes"
544,"above 200 USD",18,"EXISTING CREDITS PAID BACK","FURNITURE",2864,"up to 100 K USD","1 to 4 YRS","NJ","1 to 2 YRS",34,1,"Yes"
545,"NONE",12,"CRITICAL ACCOUNT","NEW CAR",1255,"up to 100 K USD","above 7 YRS","NY","4",61,2,"No"
546,"0 USD",24,"DELAY IN PAST","NEW CAR",1333,"up to 100 K USD","TBD","NY","2 to 3 YRS",43,2,"Yes"
547,"NONE",24,"CRITICAL ACCOUNT","NEW CAR",2022,"up to 100 K USD","1 to 4 YRS","NY","4",37,1,"No"
548,"NONE",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",1552,"up to 100 K USD","4 to 7 YRS","CT","1 to 2 YRS",32,1,"No"
549,"0 USD",12,"ALL CREDITS PAID BACK","ELECTRONICS",626,"up to 100 K USD","1 to 4 YRS","NY","4",24,1,"Yes"
550,"NONE",48,"CRITICAL ACCOUNT","USED CAR",8858,"UNKNOWN/NONE","4 to 7 YRS","NJ","1 to 2 YRS",35,2,"No"
551,"NONE",12,"CRITICAL ACCOUNT","OTHER",996,"UNKNOWN/NONE","4 to 7 YRS","NY","4",23,2,"No"
552,"NONE",6,"ALL CREDITS PAID BACK","ELECTRONICS",1750,"500 to 1000 K USD","above 7 YRS","NJ","4",45,1,"No"
553,"0 USD",48,"EXISTING CREDITS PAID BACK","ELECTRONICS",6999,"up to 100 K USD","4 to 7 YRS","PA","1 to 2 YRS",34,2,"Yes"
554,"0 to 200 USD",12,"CRITICAL ACCOUNT","NEW CAR",1995,"100 to 500 K USD","up to 1 YR","NY","1 to 2 YRS",27,1,"No"
555,"0 to 200 USD",9,"EXISTING CREDITS PAID BACK","EDUCATION",1199,"up to 100 K USD","4 to 7 YRS","NY","4",67,2,"No"
556,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",1331,"up to 100 K USD","up to 1 YR","NJ","1 to 2 YRS",22,1,"Yes"
557,"0 to 200 USD",18,"NONE TAKEN","NEW CAR",2278,"100 to 500 K USD","up to 1 YR","CT","above 4 YRS",28,2,"Yes"
558,"NONE",21,"NONE TAKEN","NEW CAR",5003,"UNKNOWN/NONE","1 to 4 YRS","PA","4",29,2,"Yes"
559,"0 USD",24,"ALL CREDITS PAID BACK","FURNITURE",3552,"up to 100 K USD","4 to 7 YRS","CT","4",27,1,"Yes"
560,"0 to 200 USD",18,"CRITICAL ACCOUNT","FURNITURE",1928,"up to 100 K USD","up to 1 YR","NJ","2 to 3 YRS",31,2,"Yes"
561,"0 USD",24,"EXISTING CREDITS PAID BACK","USED CAR",2964,"UNKNOWN/NONE","above 7 YRS","NY","4",49,1,"No"
562,"0 USD",24,"ALL CREDITS PAID BACK","ELECTRONICS",1546,"up to 100 K USD","4 to 7 YRS","NY","4",24,1,"Yes"
563,"above 200 USD",6,"DELAY IN PAST","ELECTRONICS",683,"up to 100 K USD","up to 1 YR","NJ","1 to 2 YRS",29,1,"No"
564,"0 to 200 USD",36,"EXISTING CREDITS PAID BACK","NEW CAR",12389,"UNKNOWN/NONE","1 to 4 YRS","PA","4",37,1,"Yes"
565,"0 to 200 USD",24,"DELAY IN PAST","RETRAINING",4712,"UNKNOWN/NONE","1 to 4 YRS","NY","2 to 3 YRS",37,2,"No"
566,"0 to 200 USD",24,"DELAY IN PAST","ELECTRONICS",1553,"100 to 500 K USD","4 to 7 YRS","CT","2 to 3 YRS",23,2,"No"
567,"0 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",1372,"up to 100 K USD","4 to 7 YRS","NJ","above 4 YRS",36,1,"Yes"
568,"NONE",24,"CRITICAL ACCOUNT","ELECTRONICS",2578,"above 1000 K USD","above 7 YRS","NJ","2 to 3 YRS",34,1,"No"
569,"0 to 200 USD",48,"EXISTING CREDITS PAID BACK","ELECTRONICS",3979,"UNKNOWN/NONE","4 to 7 YRS","NY","1 to 2 YRS",41,2,"No"
570,"0 USD",48,"EXISTING CREDITS PAID BACK","ELECTRONICS",6758,"up to 100 K USD","1 to 4 YRS","CT","2 to 3 YRS",31,1,"Yes"
571,"0 USD",24,"EXISTING CREDITS PAID BACK","FURNITURE",3234,"up to 100 K USD","up to 1 YR","NY","4",23,1,"Yes"
572,"NONE",30,"CRITICAL ACCOUNT","ELECTRONICS",5954,"up to 100 K USD","4 to 7 YRS","CT","2 to 3 YRS",38,1,"No"
573,"NONE",24,"EXISTING CREDITS PAID BACK","USED CAR",5433,"UNKNOWN/NONE","TBD","NJ","4",26,1,"No"
574,"0 USD",15,"EXISTING CREDITS PAID BACK","RETRAINING",806,"up to 100 K USD","1 to 4 YRS","NY","4",22,1,"No"
575,"0 to 200 USD",9,"EXISTING CREDITS PAID BACK","ELECTRONICS",1082,"up to 100 K USD","above 7 YRS","NY","4",27,2,"No"
576,"NONE",15,"CRITICAL ACCOUNT","FURNITURE",2788,"up to 100 K USD","4 to 7 YRS","NJ","above 4 YRS",24,2,"No"
577,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",2930,"up to 100 K USD","4 to 7 YRS","NJ","1 to 2 YRS",27,1,"No"
578,"NONE",24,"CRITICAL ACCOUNT","EDUCATION",1927,"UNKNOWN/NONE","1 to 4 YRS","CT","2 to 3 YRS",33,2,"No"
579,"0 to 200 USD",36,"CRITICAL ACCOUNT","NEW CAR",2820,"up to 100 K USD","up to 1 YR","NY","4",27,2,"Yes"
580,"NONE",24,"EXISTING CREDITS PAID BACK","OTHER",937,"up to 100 K USD","up to 1 YR","NY","above 4 YRS",27,2,"No"
581,"0 to 200 USD",18,"CRITICAL ACCOUNT","NEW CAR",1056,"up to 100 K USD","above 7 YRS","CT","above 4 YRS",30,2,"Yes"
582,"0 to 200 USD",12,"CRITICAL ACCOUNT","NEW CAR",3124,"up to 100 K USD","up to 1 YR","PA","above 4 YRS",49,2,"No"
583,"NONE",9,"EXISTING CREDITS PAID BACK","FURNITURE",1388,"up to 100 K USD","1 to 4 YRS","NY","2 to 3 YRS",26,1,"No"
584,"0 to 200 USD",36,"EXISTING CREDITS PAID BACK","OTHER",2384,"up to 100 K USD","up to 1 YR","NY","1 to 2 YRS",33,1,"Yes"
585,"NONE",12,"EXISTING CREDITS PAID BACK","NEW CAR",2133,"UNKNOWN/NONE","above 7 YRS","NY","4",52,1,"No"
586,"0 USD",18,"EXISTING CREDITS PAID BACK","FURNITURE",2039,"up to 100 K USD","1 to 4 YRS","PA","4",20,1,"Yes"
587,"0 USD",9,"CRITICAL ACCOUNT","NEW CAR",2799,"up to 100 K USD","1 to 4 YRS","NJ","2 to 3 YRS",36,2,"No"
588,"0 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",1289,"up to 100 K USD","1 to 4 YRS","NY","1 to 2 YRS",21,1,"No"
589,"0 USD",18,"EXISTING CREDITS PAID BACK","OTHER",1217,"up to 100 K USD","1 to 4 YRS","NY","above 4 YRS",47,1,"Yes"
590,"0 USD",12,"CRITICAL ACCOUNT","FURNITURE",2246,"up to 100 K USD","above 7 YRS","CT","above 4 YRS",60,2,"Yes"
591,"0 USD",12,"CRITICAL ACCOUNT","ELECTRONICS",385,"up to 100 K USD","4 to 7 YRS","NY","above 4 YRS",58,4,"No"
592,"0 to 200 USD",24,"DELAY IN PAST","NEW CAR",1965,"UNKNOWN/NONE","1 to 4 YRS","NY","4",42,2,"No"
593,"NONE",21,"EXISTING CREDITS PAID BACK","RETRAINING",1572,"above 1000 K USD","above 7 YRS","NY","4",36,1,"No"
594,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","NEW CAR",2718,"up to 100 K USD","1 to 4 YRS","CT","4",20,1,"Yes"
595,"0 USD",24,"ALL CREDITS PAID BACK","OTHER",1358,"UNKNOWN/NONE","above 7 YRS","NY","above 4 YRS",40,1,"Yes"
596,"0 to 200 USD",6,"ALL CREDITS PAID BACK","NEW CAR",931,"100 to 500 K USD","up to 1 YR","PA","1 to 2 YRS",32,1,"Yes"
597,"0 USD",24,"EXISTING CREDITS PAID BACK","NEW CAR",1442,"up to 100 K USD","4 to 7 YRS","NY","4",23,2,"Yes"
598,"0 to 200 USD",24,"NONE TAKEN","RETRAINING",4241,"up to 100 K USD","1 to 4 YRS","PA","4",36,3,"Yes"
599,"NONE",18,"CRITICAL ACCOUNT","NEW CAR",2775,"up to 100 K USD","4 to 7 YRS","NJ","2 to 3 YRS",31,2,"Yes"
600,"NONE",24,"DELAY IN PAST","RETRAINING",3863,"up to 100 K USD","1 to 4 YRS","PA","2 to 3 YRS",32,1,"No"
601,"0 to 200 USD",7,"EXISTING CREDITS PAID BACK","ELECTRONICS",2329,"up to 100 K USD","up to 1 YR","PA","1 to 2 YRS",45,1,"No"
602,"0 to 200 USD",9,"EXISTING CREDITS PAID BACK","FURNITURE",918,"up to 100 K USD","1 to 4 YRS","NY","1 to 2 YRS",30,1,"Yes"
603,"0 to 200 USD",24,"ALL CREDITS PAID BACK","EDUCATION",1837,"up to 100 K USD","4 to 7 YRS","NY","4",34,1,"Yes"
604,"NONE",36,"EXISTING CREDITS PAID BACK","FURNITURE",3349,"up to 100 K USD","1 to 4 YRS","NY","2 to 3 YRS",28,1,"Yes"
605,"above 200 USD",10,"EXISTING CREDITS PAID BACK","FURNITURE",1275,"up to 100 K USD","up to 1 YR","NY","2 to 3 YRS",23,1,"No"
606,"0 USD",24,"ALL CREDITS PAID BACK","FURNITURE",2828,"500 to 1000 K USD","1 to 4 YRS","NY","4",22,1,"No"
607,"NONE",24,"CRITICAL ACCOUNT","RETRAINING",4526,"up to 100 K USD","1 to 4 YRS","CT","2 to 3 YRS",74,1,"No"
608,"0 to 200 USD",36,"EXISTING CREDITS PAID BACK","ELECTRONICS",2671,"100 to 500 K USD","1 to 4 YRS","NY","4",50,1,"Yes"
609,"NONE",18,"EXISTING CREDITS PAID BACK","ELECTRONICS",2051,"up to 100 K USD","up to 1 YR","NY","1 to 2 YRS",33,1,"No"
610,"NONE",15,"EXISTING CREDITS PAID BACK","USED CAR",1300,"UNKNOWN/NONE","above 7 YRS","NY","4",45,1,"No"
611,"0 USD",12,"EXISTING CREDITS PAID BACK","OTHER",741,"100 to 500 K USD","TBD","NY","above 4 YRS",22,1,"Yes"
612,"above 200 USD",10,"EXISTING CREDITS PAID BACK","NEW CAR",1240,"100 to 500 K USD","above 7 YRS","PA","4",48,1,"Yes"
613,"0 USD",21,"EXISTING CREDITS PAID BACK","ELECTRONICS",3357,"above 1000 K USD","up to 1 YR","NY","2 to 3 YRS",29,1,"No"
614,"0 USD",24,"ALL CREDITS PAID BACK","USED CAR",3632,"up to 100 K USD","1 to 4 YRS","PA","4",22,1,"No"
615,"NONE",18,"DELAY IN PAST","FURNITURE",1808,"up to 100 K USD","4 to 7 YRS","NY","1 to 2 YRS",22,1,"Yes"
616,"0 to 200 USD",48,"NONE TAKEN","RETRAINING",12204,"UNKNOWN/NONE","1 to 4 YRS","NJ","2 to 3 YRS",48,1,"No"
617,"0 to 200 USD",60,"DELAY IN PAST","ELECTRONICS",9157,"UNKNOWN/NONE","1 to 4 YRS","NJ","2 to 3 YRS",27,1,"No"
618,"0 USD",6,"CRITICAL ACCOUNT","NEW CAR",3676,"up to 100 K USD","1 to 4 YRS","PA","above 4 YRS",37,3,"No"
619,"0 to 200 USD",30,"EXISTING CREDITS PAID BACK","FURNITURE",3441,"100 to 500 K USD","1 to 4 YRS","NJ","4",21,1,"Yes"
620,"NONE",12,"EXISTING CREDITS PAID BACK","NEW CAR",640,"up to 100 K USD","1 to 4 YRS","NY","2 to 3 YRS",49,1,"No"
621,"0 to 200 USD",21,"CRITICAL ACCOUNT","RETRAINING",3652,"up to 100 K USD","4 to 7 YRS","NJ","above 4 YRS",27,2,"No"
622,"NONE",18,"CRITICAL ACCOUNT","NEW CAR",1530,"up to 100 K USD","1 to 4 YRS","CT","2 to 3 YRS",32,2,"Yes"
623,"NONE",48,"EXISTING CREDITS PAID BACK","RETRAINING",3914,"UNKNOWN/NONE","1 to 4 YRS","NY","2 to 3 YRS",38,1,"Yes"
624,"0 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",1858,"up to 100 K USD","up to 1 YR","NY","1 to 2 YRS",22,1,"No"
625,"0 USD",18,"EXISTING CREDITS PAID BACK","ELECTRONICS",2600,"up to 100 K USD","1 to 4 YRS","NY","4",65,2,"Yes"
626,"NONE",15,"EXISTING CREDITS PAID BACK","ELECTRONICS",1979,"UNKNOWN/NONE","above 7 YRS","NY","2 to 3 YRS",35,1,"No"
